FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
1505,2745,1,6,6,12,3666
558,1533,1,4,4,8,1998
119,2457,1,4,4,8,3276
682,4367,1,5,5,10,5648
2932,5542,1,13,13,26,7304
373,4259,1,8,8,16,5780
708,3081,1,7,7,14,4116
301,3563,1,4,4,8,4788
991,3427,1,8,8,16,4700
404,2527,1,10,10,20,3424
