FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
1463,23033,1,11,11,22,18680
1045,15732,1,4,4,8,12746
2476,14828,1,7,7,14,12086
4693,15102,1,11,11,22,12444
2521,22651,1,7,7,14,18152
988,17622,1,5,5,10,14394
468,12072,1,7,7,14,9984
708,14418,1,8,8,16,11820
3162,23196,1,10,10,20,18630
386,17824,1,6,6,12,14568
