FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
173,2905,1,8,8,16,4008
494,2573,1,4,4,8,3422
107,1940,1,5,5,10,2620
402,3257,1,5,5,10,4426
1168,2600,1,9,9,18,3586
474,2807,1,12,12,24,3908
595,4186,1,6,6,12,5852
126,3012,1,7,7,14,4224
180,2760,1,6,6,12,3826
227,3845,1,7,7,14,5354
