FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
207,16112,1,5,5,10,13224
105,18622,1,2,2,4,15050
1865,14916,1,7,7,14,12208
2265,17753,1,11,11,22,14512
2774,19240,1,8,8,16,15630
1028,21579,1,6,6,12,17366
5016,26186,1,12,12,24,21292
371,20729,1,9,9,18,17072
1670,27119,1,14,14,28,22354
1560,17473,1,13,13,26,14348
