FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
998,18144,1,15,15,30,14544
166,17308,1,6,6,12,13892
1283,18928,1,10,10,20,15192
4366,20782,1,12,12,24,16522
453,30539,1,6,6,12,24760
1434,9928,1,6,6,12,8108
1279,15179,1,9,9,18,12006
3413,21498,1,9,9,18,16624
182,17347,1,5,5,10,13806
2887,17628,1,9,9,18,13240
