FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
639,0,0,9,0,18,0
813,0,0,11,0,22,0
1516,0,0,18,0,36,0
2436,0,0,35,0,70,0
2788,0,0,45,0,90,0
395,0,0,5,0,10,0
1780,0,0,24,0,48,0
2085,0,0,31,0,62,0
1346,0,0,22,0,44,0
1436,0,0,22,0,44,0
