FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
649,10230,1,7,7,14,8062
599,24463,1,7,7,14,17864
477,25602,1,4,4,8,20376
551,23856,1,5,5,10,18088
3837,16092,1,14,14,28,12704
3853,25270,1,9,9,18,19142
1025,17052,1,4,4,8,13384
2235,23914,1,11,11,22,19170
1833,14495,1,8,8,16,11550
1180,15607,1,13,13,26,12832
