FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
740639,0,0,562,0,1124,0
109220,0,0,115,0,230,0
216366,0,0,168,0,336,0
528856,0,0,346,0,692,0
466024,0,0,491,0,982,0
245401,0,0,174,0,348,0
508767,0,0,406,0,812,0
204426,0,0,214,0,428,0
374254,0,0,347,0,694,0
35021,0,0,48,0,96,0
