FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
531,0,0,7,0,14,0
932,0,0,18,0,36,0
954,0,0,14,0,28,0
110,0,0,2,0,4,0
1345,0,0,21,0,42,0
381,0,0,5,0,10,0
762,0,0,10,0,20,0
1920,0,0,27,0,54,0
3053,0,0,39,0,78,0
2125,0,0,26,0,52,0
