FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
1946,13080,1,10,10,20,10738
4313,24517,1,15,15,30,20074
814,21703,1,7,7,14,17270
4074,16684,1,13,13,26,11732
1972,20200,1,13,13,26,16008
258,19265,1,6,6,12,15338
1548,24142,1,10,10,20,19260
226,16117,1,8,8,16,13390
989,19714,1,6,6,12,15484
512,14043,1,4,4,8,11056
