FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
3178,0,0,47,0,94,0
3140,0,0,41,0,82,0
1252,0,0,12,0,24,0
1278,0,0,16,0,32,0
734,0,0,7,0,14,0
1386,0,0,20,0,40,0
1675,0,0,22,0,44,0
1248,0,0,12,0,24,0
1214,0,0,16,0,32,0
1286,0,0,22,0,44,0
