FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
696,0,0,8,0,16,0
1472,0,0,18,0,36,0
509,0,0,8,0,16,0
1114,0,0,12,0,24,0
1889,0,0,25,0,50,0
2082,0,0,31,0,62,0
418,0,0,4,0,8,0
3239,0,0,58,0,116,0
687,0,0,9,0,18,0
2342,0,0,36,0,72,0
