FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
3769,22136,1,14,14,28,17358
5179,23392,1,17,17,34,19104
6631,23094,1,19,19,38,18704
1927,18915,1,6,6,12,15488
3944,22011,1,12,12,24,17822
324,14154,1,8,8,16,11732
4829,25259,1,16,16,32,20772
1923,15948,1,14,14,28,13062
38,18826,1,1,1,2,15202
1948,16404,1,13,13,26,13530
