FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
120932,0,0,100,0,200,0
125578,0,0,111,0,222,0
282443,0,0,298,0,596,0
202805,0,0,285,0,570,0
68297,0,0,83,0,166,0
137633,0,0,141,0,282,0
206155,0,0,243,0,486,0
212071,0,0,240,0,480,0
318520,0,0,275,0,550,0
204276,0,0,236,0,472,0
