FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
6645,17701,1,19,19,38,14204
243,17835,1,6,6,12,14498
149,19592,1,5,5,10,16204
2564,16015,1,9,9,18,13098
936,30568,1,16,16,32,25198
3637,13923,1,14,14,28,11486
815,23294,1,9,9,18,19094
4167,31024,1,14,14,28,25890
1968,15042,1,9,9,18,12406
1923,26614,1,11,11,22,21600
