FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
2660,0,0,41,0,82,0
1482,0,0,25,0,50,0
2420,0,0,23,0,46,0
1164,0,0,13,0,26,0
4454,0,0,58,0,116,0
1519,0,0,22,0,44,0
986,0,0,10,0,20,0
1171,0,0,16,0,32,0
163,0,0,2,0,4,0
952,0,0,10,0,20,0
