FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
1906,15250,0,7,5,14,5584
1924,7408,1,8,8,16,2906
1433,9967,1,7,7,14,3988
1165,9169,0,5,6,10,3644
1587,13305,1,7,7,14,5300
333,11876,1,4,4,8,4808
2294,7104,1,9,9,18,2796
740,9169,1,4,4,8,3666
779,7727,1,4,4,8,3062
999,8327,1,7,7,14,3326
