FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
1317,8117,1,6,6,12,3032
2892,12592,1,11,11,22,5002
972,11531,1,6,6,12,4250
1179,8892,1,6,6,12,3278
1583,15089,0,6,7,12,5348
1101,11373,1,6,6,12,4204
1224,10188,1,7,7,14,3662
989,7399,1,5,5,10,2630
774,14373,1,4,4,8,5130
1886,16280,0,7,8,14,5890
