FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
590,6354,1,4,4,8,2340
1363,9826,1,7,7,14,3826
1779,9814,1,8,8,16,3726
385,5633,1,4,4,8,2144
2450,9504,0,8,9,16,3604
1790,11620,0,6,7,12,4336
1551,8874,1,4,4,8,3070
2827,9336,1,10,10,20,3576
830,8210,1,4,4,8,3182
955,8803,1,6,6,12,3474
