FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
3952,34121,1,12,12,24,10044
2110,47839,1,7,7,14,13974
193,22957,1,1,1,2,6706
3194,42617,1,10,10,20,12678
3426,31536,0,9,9,18,8980
908,39284,1,3,3,6,11602
1051,30979,1,3,3,6,8972
827,27417,1,2,2,4,7992
5465,33125,0,15,13,30,9838
7911,57967,0,22,21,44,17590
