FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
3419,11904,1,13,13,26,4530
1423,8732,1,7,7,14,3330
1322,7589,1,6,6,12,2696
332,6842,1,3,3,6,2476
2851,11537,0,10,10,20,4238
287,8005,1,4,4,8,2964
1309,5456,1,8,8,16,2006
834,9421,0,4,5,8,3564
1035,7820,1,4,4,8,3058
925,8137,1,5,5,10,3068
