FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
894,8937,1,5,5,10,3534
1391,8124,0,5,6,10,3250
2349,11228,0,7,9,14,4462
1038,8243,1,5,5,10,3288
334,5376,1,3,3,6,2060
1004,7868,1,6,6,12,2840
1237,10853,1,8,8,16,4220
1147,5889,1,5,5,10,2234
1493,9126,0,6,7,12,3546
1366,7866,1,6,6,12,3130
