FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
3056,45569,1,8,8,16,13410
3181,50981,1,9,9,18,15284
1187,32089,0,5,6,10,9652
1634,23556,1,4,4,8,6900
6294,38845,0,14,15,28,11468
1082,29518,1,5,5,10,8728
557,40337,1,2,2,4,12288
3692,40327,1,9,9,18,11832
2290,29544,0,8,9,16,8698
2754,44407,0,8,9,16,13312
