FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
4084,11365,1,13,13,26,4360
2121,10809,1,11,11,22,4168
666,5882,1,4,4,8,2266
1054,7661,1,5,5,10,2976
1605,7839,1,7,7,14,3000
1688,8277,1,8,8,16,3232
1670,13058,1,7,7,14,5192
1106,9296,1,6,6,12,3552
1472,8430,1,7,7,14,3262
2537,11279,1,9,9,18,4386
