FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
1921,13614,1,8,8,16,5410
1450,11613,1,8,8,16,4576
2361,12289,0,9,8,18,4882
1705,14738,1,8,8,16,5752
1664,12085,1,8,8,16,4404
623,7405,1,3,3,6,2708
1329,10970,1,5,5,10,4198
3406,9022,0,10,9,20,3578
222,7177,1,2,2,4,2902
647,11967,1,5,5,10,4456
