FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
3285,42841,1,10,10,20,12746
458,27816,1,1,1,2,8112
2625,43227,1,8,8,16,12944
2707,50151,1,8,8,16,15046
4545,29487,0,10,9,20,8770
6799,37813,1,15,15,30,11488
3006,35013,0,7,8,14,10540
4288,44763,1,9,9,18,13540
3224,56085,1,9,9,18,17060
1546,52982,1,4,4,8,15522
