FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
832,33462,0,2,4,4,10006
2779,42649,0,6,7,12,12662
1794,43669,1,6,6,12,13164
1482,35208,1,5,5,10,10566
2147,34759,1,6,6,12,10342
4020,73507,1,10,10,20,22230
1619,24666,1,5,5,10,6740
3131,29586,0,7,8,14,8846
1956,54700,0,5,6,10,16570
3215,47382,1,8,8,16,14150
