FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
462,9853,1,3,3,6,3744
808,9895,0,6,5,12,3506
1368,6667,1,5,5,10,2350
4212,16244,1,12,12,24,5752
329,7229,1,4,4,8,2604
1622,12012,1,5,5,10,4276
1235,9123,1,7,7,14,3228
1406,11187,0,5,6,10,3954
2635,11563,1,12,12,24,4008
1572,9744,1,7,7,14,3686
