FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
1590,31675,1,5,5,10,9486
6579,38616,0,18,18,36,11694
3829,38587,1,9,9,18,11524
2309,26123,1,8,8,16,7862
2621,34283,0,8,9,16,10376
2143,38403,0,5,6,10,11616
2879,50939,0,7,8,14,15490
3198,43926,1,11,11,22,12652
3801,56352,0,9,10,18,17100
2217,29639,1,8,8,16,8824
