FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
1261,11061,1,4,4,8,4334
1373,7476,1,6,6,12,2936
1075,6191,1,6,6,12,2408
1645,11930,0,6,7,12,4676
2192,10170,1,10,10,20,3966
761,12436,1,5,5,10,4696
1237,6524,1,7,7,14,2554
1350,10442,1,6,6,12,4008
813,8696,1,5,5,10,3002
552,7812,1,4,4,8,2802
