FPA_time,MAV_time,Check,FPA_total_points,MAV_total_points,FPA_total_nodes,MAV_total_nodes
2230,58788,1,9,9,18,17952
816,22272,1,3,3,6,6686
3996,33731,1,13,13,26,10128
3565,39287,0,7,8,14,11778
2828,24984,0,5,6,10,7480
3781,54897,0,11,12,22,16768
13027,81836,0,22,21,44,24922
4078,35311,0,10,10,20,10680
963,24393,1,4,4,8,7328
1270,30366,1,6,6,12,9058
